term1;term2;score
define;transmission;0.060699586
define;valve;0.007973199
define;variable;0.12249714
define;vehicle;0.0410989
define;velocity;0.077267125
define;voltage;0.03280741
define;warning;0.012501502
define;wheel;0.026277406
detection;diesel;0.11296979
detection;diesel_engine;0.11228111
detection;drive;0.004490334
detection;dynamic;0.11148957
detection;electric_motor;0.06541916
detection;electrical;0.14791714
detection;emission;0.2476029
detection;engine;0.1347477
detection;equation;-0.047986694
detection;error;0.050007742
detection;factor;0.06674835
detection;fault;0.1162577
detection;friction;0.03745496
detection;fuel;0.10246219
detection;functional;0.14008196
detection;gasoline;0.03706524
detection;gear;0.13107343
detection;hybrid;0.0987242
detection;hydraulic;0.15263496
detection;ignition;0.28104946
detection;injection;0.11189024
detection;input;0.017514337
detection;intelligent;0.14116156
detection;interface;0.21037152
detection;internal_combustion_engine;0.0509649
detection;lane;0.029237328
detection;lateral;0.08278869
detection;lateral_acceleration;0.14407909
detection;limit;0.07683481
detection;load;0.0415827
detection;longitudinal;0.10908024
detection;manufacturer;0.09837277
detection;maximum;0.13706158
detection;measure;0.12471528
detection;measurement;0.38461256
detection;mechanical;0.15821481
detection;message;0.05066536
detection;mode;0.1529154
detection;module;0.24068868
detection;moment;0.038106598
detection;motor;0.037448872
detection;navigation;0.25678203
detection;passenger;0.109430395
detection;optimal;0.22305894
detection;output;0.054738507
detection;parameter;0.2571957
detection;phase;0.1233968
detection;piston;0.095512
detection;pump;0.07159511
detection;ratio;0.085409336
detection;rear;0.09194793
detection;rear_wheel;0.06505231
detection;requirement;0.07216254
detection;resistance;0.1730835
detection;risk;0.26377812
detection;safety;0.1814684
detection;scenario;0.06617364
detection;sensor;0.45727688
detection;shaft;0.0639834
detection;signal;0.18877798
detection;simulation;0.2912555
detection;slip;0.10188849
detection;spark_plug;0.036421437
detection;speed;0.17392232
detection;spring;0.0617714
detection;stability;0.063553154
detection;steer;0.041959077
detection;step;0.06628733
detection;suspension;0.042284235
detection;switch;0.035842024
detection;target;0.18981902
detection;task;-0.00026580086
detection;test;0.26205778
detection;tire;0.06376087
detection;torque;0.14345549
detection;transmission;0.22662286
detection;valve;0.16214553
detection;variable;0.17490959
detection;vehicle;0.17965005
detection;velocity;0.1943899
detection;voltage;0.15731224
detection;warning;0.29747736
detection;wheel;0.007957883
diesel;diesel_engine;0.70739716
diesel;drive;0.17505859
diesel;dynamic;0.036348023
diesel;electric_motor;0.4047926
diesel;electrical;0.2331208
diesel;emission;0.47872144
diesel;engine;0.42568877
diesel;equation;0.08165965
diesel;error;0.051582407
diesel;factor;0.062436633
diesel;fault;0.04009977
diesel;friction;0.11557385
diesel;fuel;0.69328153
diesel;functional;0.05391067
diesel;gasoline;0.65625966
diesel;gear;0.13913283
diesel;hybrid;0.4241614
diesel;hydraulic;0.33963382
diesel;ignition;0.2859376
diesel;injection;0.16440415
diesel;input;0.11743954
diesel;intelligent;0.05974707
diesel;interface;0.088908195
diesel;internal_combustion_engine;0.52870077
diesel;lane;0.15522584
diesel;lateral;-0.0018965594
diesel;lateral_acceleration;0.22998278
diesel;limit;0.08112623
diesel;load;0.13285153
diesel;longitudinal;-0.0470967
diesel;manufacturer;0.11078135
diesel;maximum;0.091318965
diesel;measure;0.053353664
diesel;measurement;0.04040318
diesel;mechanical;0.19223648
diesel;message;-0.014135329
diesel;mode;0.12663163
diesel;module;0.06648992
diesel;moment;0.05073638
diesel;motor;0.45867056
diesel;navigation;0.15479228
diesel;passenger;0.32310957
diesel;optimal;0.0015925802
diesel;output;0.23691398
diesel;parameter;0.06663022
diesel;phase;0.1116059
diesel;piston;0.27080417
diesel;pump;0.36701226
diesel;ratio;0.1299698
diesel;rear;0.14533843
diesel;rear_wheel;0.3573821
diesel;requirement;0.119476624
diesel;resistance;0.10417792
diesel;risk;0.04613948
diesel;safety;0.10844012
diesel;scenario;0.13818026
diesel;sensor;0.12365885
diesel;shaft;0.12693037
diesel;signal;0.09993814
diesel;simulation;0.043510873
diesel;slip;0.008064441
diesel;spark_plug;0.27694643
diesel;speed;0.17066272
diesel;spring;0.04744338
diesel;stability;0.027909797
diesel;steer;0.018277815
diesel;step;0.055797394
diesel;suspension;0.1658978
diesel;switch;0.10017711
diesel;target;0.078489795
diesel;task;-0.00087650405
diesel;test;0.14318278
diesel;tire;0.3142641
diesel;torque;0.359707
diesel;transmission;0.26140106
diesel;valve;0.23417334
diesel;variable;0.12367746
diesel;vehicle;0.33303654
diesel;velocity;0.059895713
diesel;voltage;0.20651485
diesel;warning;0.015203809
diesel;wheel;0.20462622
diesel_engine;drive;0.13398752
diesel_engine;dynamic;0.06680814
diesel_engine;electric_motor;0.5493482
diesel_engine;electrical;0.21734504
diesel_engine;emission;0.41821396
diesel_engine;engine;0.6128893
diesel_engine;equation;0.0635677
diesel_engine;error;-0.022815006
diesel_engine;factor;0.05585495
diesel_engine;fault;0.050401606
diesel_engine;friction;0.15031275
diesel_engine;fuel;0.43425182
diesel_engine;functional;0.0841506
diesel_engine;gasoline;0.35636598
diesel_engine;gear;0.19743066
diesel_engine;hybrid;0.45090565
diesel_engine;hydraulic;0.4377244
diesel_engine;ignition;0.3204982
diesel_engine;injection;0.24826135
diesel_engine;input;0.06363327
diesel_engine;intelligent;0.10037433
diesel_engine;interface;0.18910123
diesel_engine;internal_combustion_engine;0.5918071
diesel_engine;lane;0.14879341
diesel_engine;lateral;0.08182271
diesel_engine;lateral_acceleration;0.28080517
diesel_engine;limit;-0.019779108
diesel_engine;load;0.12077852
diesel_engine;longitudinal;0.057346117
diesel_engine;manufacturer;0.26320374
diesel_engine;maximum;0.09454731
diesel_engine;measure;-0.0066007944
diesel_engine;measurement;0.11716902
diesel_engine;mechanical;0.26805544
diesel_engine;message;-0.013354417
diesel_engine;mode;0.12638374
diesel_engine;module;0.18032745
diesel_engine;moment;0.06690424
diesel_engine;motor;0.4522014
diesel_engine;navigation;0.20395803
diesel_engine;passenger;0.32441023
diesel_engine;optimal;0.051830634
diesel_engine;output;0.19331497
diesel_engine;parameter;0.07704339
diesel_engine;phase;0.10434349
diesel_engine;piston;0.38787422
diesel_engine;pump;0.27683577
diesel_engine;ratio;0.13201469
diesel_engine;rear;0.23629867
diesel_engine;rear_wheel;0.47037637
diesel_engine;requirement;0.06062891
diesel_engine;resistance;0.13931379
diesel_engine;risk;0.0066521447
diesel_engine;safety;0.08837498
diesel_engine;scenario;0.06397699
diesel_engine;sensor;0.23143326
diesel_engine;shaft;0.22001176
diesel_engine;signal;0.048159547
diesel_engine;simulation;0.1299344
diesel_engine;slip;-0.036675427
diesel_engine;spark_plug;0.3405611
diesel_engine;speed;0.18547042
diesel_engine;spring;0.01848054
diesel_engine;stability;0.04545586
diesel_engine;steer;0.052417245
diesel_engine;step;-0.00080640987
diesel_engine;suspension;0.13926141
diesel_engine;switch;0.06742649
diesel_engine;target;0.03120521
diesel_engine;task;0.015289616
diesel_engine;test;0.12147083
diesel_engine;tire;0.33503228
diesel_engine;torque;0.4624693
diesel_engine;transmission;0.3466702
diesel_engine;valve;0.33127674
diesel_engine;variable;0.11280071
diesel_engine;vehicle;0.3709998
diesel_engine;velocity;0.048770126
diesel_engine;voltage;0.20545997
diesel_engine;warning;-0.010262309
diesel_engine;wheel;0.2613722
drive;dynamic;0.1832107
drive;electric_motor;0.15113324
drive;electrical;0.07051395
drive;emission;0.07570782
drive;engine;0.1930426
drive;equation;0.15790965
drive;error;0.06508404
drive;factor;0.18429923
drive;fault;0.11616552
drive;friction;-0.018326756
drive;fuel;0.20529476
drive;functional;0.13185173
drive;gasoline;0.13301359
drive;gear;0.18410656
drive;hybrid;0.17393847
drive;hydraulic;0.069762945
drive;ignition;0.11723065
drive;injection;0.112175055
drive;input;0.095344275
drive;intelligent;0.07676271
drive;interface;0.079548806
drive;internal_combustion_engine;0.103752375
drive;lane;0.2878255
drive;lateral;0.17171966
drive;lateral_acceleration;0.1589935
drive;limit;0.22852264
drive;load;0.25020224
drive;longitudinal;0.082780555
drive;manufacturer;0.038187347
drive;maximum;0.08735928
drive;measure;0.14664091
drive;measurement;0.06607876
drive;mechanical;0.06352314
drive;message;0.13474397
drive;mode;0.10973744
drive;module;0.05384766
drive;moment;0.010045755
drive;motor;0.26558006
drive;navigation;0.13472944
drive;passenger;0.16686654
drive;optimal;0.06597603
drive;output;0.091819614
drive;parameter;0.056649536
drive;phase;0.12977882
drive;piston;0.12570864
drive;pump;0.22842714
drive;ratio;0.10646026
drive;rear;0.18388367
drive;rear_wheel;0.23323804
drive;requirement;0.09522955
drive;resistance;-0.0011111973
drive;risk;0.055716187
drive;safety;0.12250282
drive;scenario;0.0828097
drive;sensor;0.034747947
drive;shaft;0.13431269
drive;signal;0.156187
drive;simulation;0.06694354
drive;slip;0.21216555
drive;spark_plug;0.17347313
drive;speed;0.27965933
drive;spring;0.05887269
drive;stability;0.08034658
drive;steer;0.23733732
drive;step;0.21451306
drive;suspension;0.112893395
drive;switch;0.20288523
drive;target;0.15793008
drive;task;0.096250996
drive;test;0.25902015
drive;tire;0.19447803
drive;torque;0.10830911
drive;transmission;0.14376439
drive;valve;0.11145827
drive;variable;0.11852554
drive;vehicle;0.26377904
drive;velocity;0.08837511
drive;voltage;0.0776629
drive;warning;0.07930676
drive;wheel;0.26202658
dynamic;electric_motor;0.13116923
dynamic;electrical;0.06664166
dynamic;emission;0.1267745
dynamic;engine;0.19002251
dynamic;equation;0.27117065
dynamic;error;0.04636544
dynamic;factor;0.15990447
dynamic;fault;0.07626883
dynamic;friction;0.23398516
dynamic;fuel;0.06174205
dynamic;functional;0.25503153
dynamic;gasoline;-0.02724155
dynamic;gear;0.10240311
dynamic;hybrid;0.18551674
dynamic;hydraulic;0.115150765
dynamic;ignition;0.081562065
dynamic;injection;0.09111207
dynamic;input;0.19447249
dynamic;intelligent;0.44964176
dynamic;interface;0.30332467
dynamic;internal_combustion_engine;0.03531456
dynamic;lane;0.13649583
dynamic;lateral;0.22091593
dynamic;lateral_acceleration;0.24581873
dynamic;limit;0.055271164
dynamic;load;0.16296099
dynamic;longitudinal;0.1827684
dynamic;manufacturer;0.006107484
dynamic;maximum;0.094619684
dynamic;measure;0.007408513
dynamic;measurement;0.180086
dynamic;mechanical;0.100740574
dynamic;message;0.14013739
dynamic;mode;0.31334692
dynamic;module;0.18537472
dynamic;moment;0.19896092
dynamic;motor;0.13008523
dynamic;navigation;0.18222801
dynamic;passenger;0.060402937
dynamic;optimal;0.28898844
dynamic;output;0.19961746
dynamic;parameter;0.24737115
dynamic;phase;0.109455876
dynamic;piston;0.16813157
dynamic;pump;0.047418617
dynamic;ratio;0.09266364
dynamic;rear;0.10764827
dynamic;rear_wheel;0.110989146
dynamic;requirement;0.0627958
dynamic;resistance;0.048683234
dynamic;risk;0.070286974
dynamic;safety;-0.00933081
dynamic;scenario;0.23326474
dynamic;sensor;0.17292996
dynamic;shaft;0.029724013
dynamic;signal;0.0969691
dynamic;simulation;0.26447773
dynamic;slip;0.01771352
dynamic;spark_plug;0.22285771
dynamic;speed;0.24623893
dynamic;spring;0.05080115
dynamic;stability;0.25284895
dynamic;steer;0.06573239
dynamic;step;0.19225709
dynamic;suspension;0.14229567
dynamic;switch;0.19098285
dynamic;target;0.06739882
dynamic;task;0.17512603
dynamic;test;0.05729484
dynamic;tire;0.07510412
dynamic;torque;0.21603476
dynamic;transmission;0.08802898
dynamic;valve;0.051927377
dynamic;variable;0.30458415
dynamic;vehicle;0.0939513
dynamic;velocity;0.2020229
dynamic;voltage;0.20248207
dynamic;warning;-0.019341918
dynamic;wheel;0.10760263
electric_motor;electrical;0.33642593
electric_motor;emission;0.2794263
electric_motor;engine;0.463527
electric_motor;equation;0.12308841
electric_motor;error;0.056291264
electric_motor;factor;0.048912846
electric_motor;fault;0.09488753
electric_motor;friction;0.2784483
electric_motor;fuel;0.29897043
electric_motor;functional;0.089930154
electric_motor;gasoline;0.26514223
electric_motor;gear;0.21628124
electric_motor;hybrid;0.45280352
electric_motor;hydraulic;0.45415235
electric_motor;ignition;0.41696867
electric_motor;injection;0.18132581
electric_motor;input;0.15600826
electric_motor;intelligent;0.13186732
electric_motor;interface;0.23019777
electric_motor;internal_combustion_engine;0.595595
electric_motor;lane;0.14935838
electric_motor;lateral;0.14742665
electric_motor;lateral_acceleration;0.44015223
electric_motor;limit;-0.0025212755
electric_motor;load;0.112231776
electric_motor;longitudinal;0.186158
electric_motor;manufacturer;0.17864724
electric_motor;maximum;0.14481024
electric_motor;measure;0.03973538
electric_motor;measurement;0.14065607
electric_motor;mechanical;0.30778977
electric_motor;message;-0.025551062
electric_motor;mode;0.19800818
electric_motor;module;0.26410106
electric_motor;moment;0.043081615
electric_motor;motor;0.42094782
electric_motor;navigation;0.24981028
electric_motor;passenger;0.15359563
electric_motor;optimal;0.15878105
electric_motor;output;0.18572302
electric_motor;parameter;0.109970175
electric_motor;phase;0.061114118
electric_motor;piston;0.4576247
electric_motor;pump;0.27391535
electric_motor;ratio;0.13980202
electric_motor;rear;0.27998137
electric_motor;rear_wheel;0.448897
electric_motor;requirement;0.02643603
electric_motor;resistance;0.115093656
electric_motor;risk;-0.01017765
electric_motor;safety;0.04137557
electric_motor;scenario;0.024283774
electric_motor;sensor;0.34627247
electric_motor;shaft;0.28373542
electric_motor;signal;0.09706694
electric_motor;simulation;0.12364496
electric_motor;slip;0.03051493
electric_motor;spark_plug;0.31376517
electric_motor;speed;0.21585123
electric_motor;spring;0.0069215437
electric_motor;stability;0.09095376
electric_motor;steer;0.08044129
electric_motor;step;0.0077301003
electric_motor;suspension;0.08989322
electric_motor;switch;0.18291336
electric_motor;target;0.016600773
electric_motor;task;0.049041525
electric_motor;test;0.028271291
electric_motor;tire;0.20512204
electric_motor;torque;0.56446654
electric_motor;transmission;0.2796475
electric_motor;valve;0.33910698
electric_motor;variable;0.21262145
electric_motor;vehicle;0.28309777
electric_motor;velocity;0.16340844
electric_motor;voltage;0.35182574
electric_motor;warning;-0.013874999
electric_motor;wheel;0.29985446
electrical;emission;0.1979078
electrical;engine;0.2763918
electrical;equation;0.038516756
electrical;error;0.13533625
electrical;factor;0.00064956537
electrical;fault;0.25342408
electrical;friction;0.17936784
electrical;fuel;0.2755366
electrical;functional;0.18189497
electrical;gasoline;0.23245536
electrical;gear;0.17625676
electrical;hybrid;0.11407841
electrical;hydraulic;0.48189518
electrical;ignition;0.4157443
electrical;injection;0.046171166
electrical;input;0.12543447
electrical;intelligent;0.13111168
electrical;interface;0.12033892
electrical;internal_combustion_engine;0.23377587
electrical;lane;0.072455496
electrical;lateral;0.1944701
electrical;lateral_acceleration;0.11362696
electrical;limit;0.0075473636
electrical;load;0.14640987
electrical;longitudinal;0.11597466
electrical;manufacturer;0.25510058
electrical;maximum;0.10569692
electrical;measure;0.096485496
electrical;measurement;0.21607253
electrical;mechanical;0.5601645
electrical;message;0.051717814
electrical;mode;0.011851279
electrical;module;0.21159111
electrical;moment;0.0012651836
electrical;motor;0.3575138
electrical;navigation;0.16661106
electrical;passenger;0.14248578
electrical;optimal;0.09346304
electrical;output;0.22746526
electrical;parameter;0.11508103
electrical;phase;0.07358651
electrical;piston;0.23734623
electrical;pump;0.26598617
electrical;ratio;0.074874684
electrical;rear;0.15840906
electrical;rear_wheel;0.18230395
electrical;requirement;0.059430398
electrical;resistance;0.13761911
electrical;risk;0.06272985
electrical;safety;0.23616582
electrical;scenario;0.012085099
electrical;sensor;0.33367196
electrical;shaft;0.25168738
electrical;signal;0.26166728
electrical;simulation;0.18063484
electrical;slip;-0.0031663813
electrical;spark_plug;0.33291873
electrical;speed;0.16041769
electrical;spring;0.04029902
electrical;stability;0.11498751
electrical;steer;0.01636964
electrical;step;-0.020924667
electrical;suspension;0.10463872
electrical;switch;0.20273414
electrical;target;-0.016996332
electrical;task;0.028892372
electrical;test;0.104296386
electrical;tire;0.2550991
electrical;torque;0.20576958
electrical;transmission;0.42555127
electrical;valve;0.39294627
electrical;variable;0.2058972
electrical;vehicle;0.19912165
electrical;velocity;0.17163745
electrical;voltage;0.5694008
electrical;warning;0.14560622
electrical;wheel;0.11415872
emission;engine;0.25752792
emission;equation;-0.00573286
emission;error;0.0444192
emission;factor;0.026625285
emission;fault;0.09978816
emission;friction;0.1895921
emission;fuel;0.31504053
emission;functional;0.05444642
emission;gasoline;0.26076704
emission;gear;0.117539205
emission;hybrid;0.30808213
emission;hydraulic;0.20792231
emission;ignition;0.28782958
emission;injection;0.09490606
emission;input;0.09576298
emission;intelligent;0.14233616
emission;interface;0.13832326
emission;internal_combustion_engine;0.37420246
emission;lane;0.09411479
emission;lateral;0.039639995
emission;lateral_acceleration;0.26056567
emission;limit;0.15075049
emission;load;0.050759055
emission;longitudinal;0.12365219
emission;manufacturer;0.19104229
emission;maximum;0.10606077
emission;measure;0.11501728
emission;measurement;0.28052187
emission;mechanical;0.12695199
emission;message;-0.040804982
emission;mode;0.14437106
emission;module;0.16309437
emission;moment;0.1054036
emission;motor;0.24396127
emission;navigation;0.20536098
emission;passenger;0.20434351
emission;optimal;0.11709408
emission;output;0.28448996
emission;parameter;0.23955826
emission;phase;0.16827007
emission;piston;0.21077566
emission;pump;0.17796588
emission;ratio;0.09254014
emission;rear;0.042980164
emission;rear_wheel;0.15049636
emission;requirement;0.18754227
emission;resistance;0.11542776
emission;risk;0.10821165
emission;safety;0.17502233
emission;scenario;0.104106896
emission;sensor;0.25872907
emission;shaft;0.11671202
emission;signal;0.20652823
emission;simulation;0.13062844
emission;slip;0.062472202
emission;spark_plug;0.16743663
emission;speed;0.17388077
emission;spring;0.020855103
emission;stability;0.06208415
emission;steer;0.046309605
emission;step;0.067947045
emission;suspension;0.033050478
emission;switch;0.10087635
emission;target;0.11300235
emission;task;0.011496649
emission;test;0.16423751
emission;tire;0.1859938
emission;torque;0.28347602
emission;transmission;0.24513419
emission;valve;0.1409385
emission;variable;0.1829278
emission;vehicle;0.20788532
emission;velocity;0.15944266
emission;voltage;0.30976626
emission;warning;0.06688142
emission;wheel;0.0632832
engine;equation;0.12843445
engine;error;0.13730189
engine;factor;0.12204602
engine;fault;0.17622173
engine;friction;0.19644217
engine;fuel;0.41644314
engine;functional;0.0801182
engine;gasoline;0.21224013
engine;gear;0.31154397
engine;hybrid;0.22798555
engine;hydraulic;0.48353177
engine;ignition;0.4535831
engine;injection;0.22560808
engine;input;0.092546456
engine;intelligent;0.097423136
engine;interface;0.2813766
engine;internal_combustion_engine;0.4436107
engine;lane;0.16097671
engine;lateral;0.09695442
engine;lateral_acceleration;0.33442706
engine;limit;0.070430055
engine;load;0.15930037
engine;longitudinal;0.11233487
engine;manufacturer;0.18965618
engine;maximum;0.10661592
engine;measure;0.016024128
engine;measurement;0.13786235
engine;mechanical;0.43641976
engine;message;0.02560532
engine;mode;0.22322063
engine;module;0.305489
engine;moment;0.11091729
engine;motor;0.47935697
engine;navigation;0.24240132
engine;passenger;0.32103765
engine;optimal;0.15193933
engine;output;0.22752523
engine;parameter;0.21427214
engine;phase;0.117685646
engine;piston;0.5158856
engine;pump;0.2821123
engine;ratio;0.049438436
engine;rear;0.3317884
engine;rear_wheel;0.4709539
engine;requirement;0.097837865
engine;resistance;0.033488426
engine;risk;0.04426235
engine;safety;0.108462095
engine;scenario;0.04276266
engine;sensor;0.2956024
engine;shaft;0.2596182
engine;signal;0.13024518
engine;simulation;0.27804652
engine;slip;-0.010001322
engine;spark_plug;0.41905722
engine;speed;0.23414618
engine;spring;0.017293163
engine;stability;0.06684096
engine;steer;0.054837875
engine;step;0.038451962
engine;suspension;0.19542526
engine;switch;0.14818202
engine;target;0.047032196
engine;task;0.0582859
engine;test;0.15683855
engine;tire;0.45518556
engine;torque;0.423897
engine;transmission;0.34191632
engine;valve;0.44711003
engine;variable;0.1947264
engine;vehicle;0.38207173
engine;velocity;0.20891301
engine;voltage;0.18412831
engine;warning;0.054776773
engine;wheel;0.38517776
equation;error;0.1373104
equation;factor;0.45003194
equation;fault;0.10612935
equation;friction;0.14610413
equation;fuel;0.15463465
equation;functional;0.14717953
equation;gasoline;0.11041981
equation;gear;0.16434518
equation;hybrid;0.10037523
equation;hydraulic;0.05343476
equation;ignition;0.09950828
equation;injection;0.07984107
equation;input;0.16868946
equation;intelligent;0.13828501
equation;interface;0.13688405
equation;internal_combustion_engine;0.17633307
equation;lane;0.09789367
equation;lateral;0.14266628
equation;lateral_acceleration;0.12635255
equation;limit;0.10715402
equation;load;0.2596409
equation;longitudinal;0.06902753
equation;manufacturer;-0.00470291
equation;maximum;0.12590717
equation;measure;0.2976952
equation;measurement;0.2366216
equation;mechanical;0.08644118
equation;message;0.21768022
equation;mode;0.21135952
equation;module;0.14284787
equation;moment;0.17935571
equation;motor;0.07485683
equation;navigation;0.050807476
equation;passenger;0.057145357
equation;optimal;0.18050812
equation;output;0.1169348
equation;parameter;0.27972472
equation;phase;0.153779
equation;piston;0.07249444
equation;pump;0.14484549
equation;ratio;0.2152439
equation;rear;0.14233215
equation;rear_wheel;0.072940536
equation;requirement;0.22175641
equation;resistance;0.009287806
equation;risk;0.19853136
equation;safety;0.0058476473
equation;scenario;0.30947295
equation;sensor;0.095864266
equation;shaft;0.0781857
equation;signal;0.1195932
equation;simulation;0.092411764
equation;slip;0.07962665
equation;spark_plug;0.1606272
equation;speed;0.049449354
equation;spring;-0.02353155
equation;stability;0.20458461
equation;steer;0.12133257
equation;step;0.21624392
equation;suspension;0.07413492
equation;switch;0.19615388
equation;target;0.058711227
equation;task;0.28816637
equation;test;0.10646315
equation;tire;0.1197502
equation;torque;0.12883957
equation;transmission;0.053013094
equation;valve;0.13167979
equation;variable;0.2987456
equation;vehicle;0.11328946
equation;velocity;0.13860708
equation;voltage;0.09195803
equation;warning;-0.023382524
equation;wheel;0.12631539
error;factor;0.1797911
error;fault;0.36318704
error;friction;0.12613696
error;fuel;0.0703579
error;functional;0.025325298
error;gasoline;0.050145
error;gear;0.06720318
error;hybrid;-0.017638974
error;hydraulic;0.0642544
error;ignition;0.21025535
error;injection;0.08180409
error;input;0.13832393
error;intelligent;0.16118723
error;interface;0.18411894
error;internal_combustion_engine;0.04722708
error;lane;0.048768397
error;lateral;0.09618674
error;lateral_acceleration;0.09623827
error;limit;0.12347057
error;load;0.13730021
error;longitudinal;-0.012367703
error;manufacturer;0.084686354
error;maximum;0.11796743
error;measure;0.067490205
error;measurement;0.11241093
error;mechanical;0.20911694
error;message;0.105009474
error;mode;0.06938735
error;module;0.13921832
error;moment;0.08600361
error;motor;0.03308932
error;navigation;0.102190286
error;passenger;0.03409992
error;optimal;0.13516885
error;output;0.0875239
error;parameter;0.26726937
error;phase;0.10886488
error;piston;0.058273528
error;pump;0.014194144
error;ratio;0.068218574
error;rear;0.012938518
error;rear_wheel;0.013875755
error;requirement;0.116205975
error;resistance;-0.00890954
error;risk;0.14416294
error;safety;0.067182064
error;scenario;0.07561438
error;sensor;0.06934303
error;shaft;0.028195534
error;signal;0.09237773
error;simulation;0.1500058
error;slip;0.25364974
error;spark_plug;0.09449218
error;speed;0.15029748
error;spring;-0.011308781
error;stability;0.066722706
error;steer;-0.014299298
error;step;0.1488211
error;suspension;0.09509813
error;switch;0.17236209
error;target;0.056136623
error;task;0.12973845
error;test;0.1100966
error;tire;0.05271314
error;torque;0.050409116
error;transmission;0.08638285
error;valve;0.10924973
error;variable;0.24539115
error;vehicle;0.048232656
error;velocity;0.086499505
error;voltage;0.09288514
error;warning;0.07694631
error;wheel;0.02856395
factor;fault;0.17755176
factor;friction;0.17229258
factor;fuel;0.17266615
factor;functional;0.14701262
factor;gasoline;0.1174066
factor;gear;0.12681897
factor;hybrid;0.087032735
factor;hydraulic;0.031156491
factor;ignition;0.119220816
factor;injection;0.100697815
factor;input;0.10480795
factor;intelligent;0.083055176
factor;interface;0.07186458
factor;internal_combustion_engine;0.06962309
factor;lane;0.11909557
factor;lateral;0.10009614
factor;lateral_acceleration;0.11973946
factor;limit;0.13991228
factor;load;0.20004497
factor;longitudinal;0.12374115
factor;manufacturer;0.09291127
factor;maximum;0.14229159
factor;measure;0.25937015
factor;measurement;0.22401337
factor;mechanical;0.09796229
factor;message;0.093234785
factor;mode;0.19525822
factor;module;0.12765342
factor;moment;0.17227837
factor;motor;0.088902034
factor;navigation;0.021134876
factor;passenger;0.1306101
factor;optimal;0.25908765
factor;output;0.09985855
factor;parameter;0.3357259
factor;phase;0.1472616
factor;piston;0.06198967
factor;pump;0.14026806
factor;ratio;0.19415238
factor;rear;0.08794122
factor;rear_wheel;0.06942997
factor;requirement;0.2383329
factor;resistance;0.09474193
factor;risk;0.30281025
factor;safety;0.080399014
factor;scenario;0.1922965
factor;sensor;0.11934445
factor;shaft;0.07559144
factor;signal;0.16028032
factor;simulation;0.07803534
factor;slip;0.11688471
factor;spark_plug;0.12785345
factor;speed;0.15872353
factor;spring;0.10087987
factor;stability;0.2155338
factor;steer;0.06984764
factor;step;0.24609634
factor;suspension;0.039806396
factor;switch;0.15856
factor;target;0.16347405
factor;task;0.18580279
factor;test;0.18461904
factor;tire;0.1097526
factor;torque;0.10226215
factor;transmission;0.030918216
factor;valve;0.13383575
factor;variable;0.3078518
factor;vehicle;0.11672728
factor;velocity;0.16821629
factor;voltage;0.049935892
factor;warning;-0.042440828
factor;wheel;0.12785082
fault;friction;0.18767172
fault;fuel;0.03147046
fault;functional;0.087919645
fault;gasoline;-0.0135303335
fault;gear;0.06441072
fault;hybrid;0.04286379
fault;hydraulic;0.19346145
fault;ignition;0.22296277
fault;injection;-0.0113568185
fault;input;0.08389572
fault;intelligent;0.16385071
fault;interface;0.12972851
fault;internal_combustion_engine;0.015032927
fault;lane;0.1584197
fault;lateral;0.25810224
fault;lateral_acceleration;0.1539994
fault;limit;0.15128668
fault;load;0.1207421
fault;longitudinal;0.1584551
fault;manufacturer;0.089972205
fault;maximum;0.018606527
fault;measure;0.047764935
fault;measurement;0.09856168
fault;mechanical;0.25943953
fault;message;0.105817884
fault;mode;0.0722916
fault;module;0.06474889
fault;moment;0.19398096
fault;motor;0.12387656
fault;navigation;0.04877469
fault;passenger;0.07532601
fault;optimal;0.12850437
fault;output;0.121800795
fault;parameter;0.16524595
fault;phase;0.01797507
fault;piston;0.13466218
fault;pump;0.115284495
fault;ratio;0.090502545
fault;rear;0.17024273
fault;rear_wheel;0.13159575
fault;requirement;0.09107628
fault;resistance;0.14934155
fault;risk;0.2051579
fault;safety;0.13158624
fault;scenario;0.12485697
fault;sensor;0.13838536
fault;shaft;0.23515777
fault;signal;0.17614363
fault;simulation;0.07904861
fault;slip;0.1561318
fault;spark_plug;0.21088815
fault;speed;0.17028283
fault;spring;-0.0037851091
fault;stability;0.09219229
fault;steer;0.07076432
fault;step;0.099363856
fault;suspension;0.17758399
fault;switch;0.18725643
fault;target;0.17007695
fault;task;0.19789195
fault;test;0.16339369
fault;tire;0.11626129
fault;torque;0.1348809
fault;transmission;0.2144299
fault;valve;0.22919343
fault;variable;0.13386852
fault;vehicle;0.10011098
fault;velocity;0.11493156
fault;voltage;0.20550689
fault;warning;0.13532534
fault;wheel;0.15941936
friction;fuel;0.20991425
friction;functional;0.092954814
friction;gasoline;0.13548014
friction;gear;0.09445853
friction;hybrid;0.11540262
friction;hydraulic;0.24747787
friction;ignition;0.23748656
friction;injection;0.09734056
friction;input;0.16235906
friction;intelligent;0.030754866
friction;interface;0.19615193
friction;internal_combustion_engine;0.18723862
friction;lane;0.0800066
friction;lateral;0.11279148
friction;lateral_acceleration;0.23207001
friction;limit;0.07156367
friction;load;0.097248375
friction;longitudinal;0.13216217
friction;manufacturer;0.10859141
friction;maximum;0.08229981
friction;measure;0.008180025
friction;measurement;0.108740665
friction;mechanical;0.18792096
friction;message;0.016997363
friction;mode;0.045842655
friction;module;0.14667425
